task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TSK-10816,Engineering,AST-10816,Signal - Multi Aspect,COR-099,2.4,Level crossing gate motor overhaul & interlock test,Moderate,2,3,4,7,360,10,No,Corrective,Scheduled,41.2,29.0,High,35.1
TSK-10817,Operating,AST-10817,Bridge Span,COR-045,326.9,Multi-aspect LED signal bulb replacement & relay test,Major,4,2,4,22,180,12,Yes,Breakdown,Pending,65.9,91.4,Medium,78.7
TSK-10818,Operating,AST-10818,Point & Crossing,COR-019,314.3,Multi-aspect LED signal bulb replacement & relay test,Critical,4,2,1,15,240,6,Yes,Emergency,Pending,86.9,28.2,High,57.6
TSK-10819,Engineering,AST-10819,Track Circuit,COR-041,349.0,Multi-aspect LED signal bulb replacement & relay test,Critical,3,3,1,43,180,3,Yes,Corrective,Pending,35.2,48.1,High,41.7
TSK-10820,Electrical,AST-10820,Signal - Multi Aspect,COR-092,253.0,OHE cantilever insulator cleaning & height adjustment,Major,4,5,4,4,360,3,Yes,Corrective,Completed,57.4,17.3,High,37.4
TSK-10821,Signal & Telecom,AST-10821,OHE Catenary,COR-012,297.8,Rail flaw ultrasonics check required,Critical,2,4,3,38,180,4,Yes,Breakdown,Completed,31.4,67.0,Low,49.2
TSK-10822,Signal & Telecom,AST-10822,Axle Counter,COR-034,291.6,OHE cantilever insulator cleaning & height adjustment,Moderate,4,3,3,18,360,12,Yes,Emergency,Pending,52.0,77.6,Medium,64.8
TSK-10823,Signal & Telecom,AST-10823,Track Circuit,COR-064,342.8,Rail flaw ultrasonics check required,Major,1,3,4,31,180,4,Yes,Corrective,Completed,56.2,86.2,High,71.2
TSK-10824,Signal & Telecom,AST-10824,Track Circuit,COR-035,349.7,Bridge expansion joint inspection & bolt tightening,Moderate,5,3,5,15,360,12,Yes,Breakdown,Pending,34.8,17.0,Low,25.9
TSK-10825,Electrical,AST-10825,Bridge Span,COR-005,131.6,Multi-aspect LED signal bulb replacement & relay test,Major,1,2,4,6,180,12,No,Corrective,In Progress,38.9,72.3,Medium,55.6
TSK-10826,Operating,AST-10826,OHE Catenary,COR-066,121.1,"Track tamping, ballast packing & alignment check",Moderate,5,3,1,27,180,7,Yes,Emergency,Pending,66.8,86.5,Medium,76.7
TSK-10827,Operating,AST-10827,Signal - Multi Aspect,COR-080,378.1,Level crossing gate motor overhaul & interlock test,Major,5,5,4,28,180,7,Yes,Emergency,Pending,96.7,86.5,Medium,91.6
TSK-10828,Signal & Telecom,AST-10828,Level Crossing Gate,COR-013,29.8,Level crossing gate motor overhaul & interlock test,Minor,5,5,4,44,360,12,Yes,Corrective,Scheduled,90.1,45.6,Low,67.8
TSK-10829,Engineering,AST-10829,Interlocking Switch,COR-015,255.6,Multi-aspect LED signal bulb replacement & relay test,Moderate,4,1,1,33,240,4,Yes,Corrective,Completed,45.0,23.9,Low,34.5
TSK-10830,Engineering,AST-10830,Signal - Multi Aspect,COR-021,185.3,Level crossing gate motor overhaul & interlock test,Major,1,2,2,0,60,6,Yes,Emergency,Scheduled,26.6,43.8,Medium,35.2
TSK-10831,Operating,AST-10831,Level Crossing Gate,COR-048,82.5,Multi-aspect LED signal bulb replacement & relay test,Minor,5,1,4,29,180,12,Yes,Breakdown,In Progress,54.2,34.1,High,44.2
TSK-10832,Electrical,AST-10832,Level Crossing Gate,COR-069,35.5,"Track tamping, ballast packing & alignment check",Moderate,2,3,4,5,60,9,Yes,Emergency,Scheduled,93.3,35.9,Medium,64.6
TSK-10833,Operating,AST-10833,OHE Catenary,COR-073,360.8,Rail flaw ultrasonics check required,Major,5,4,1,21,360,8,Yes,Corrective,Scheduled,80.0,71.8,High,75.9
TSK-10834,Engineering,AST-10834,OHE Catenary,COR-012,59.4,"Track tamping, ballast packing & alignment check",Major,4,5,3,0,240,3,No,Corrective,In Progress,29.1,24.1,Low,26.6
TSK-10835,Electrical,AST-10835,Track Circuit,COR-085,58.9,Multi-aspect LED signal bulb replacement & relay test,Major,5,5,2,29,120,6,Yes,Preventive,Pending,24.0,58.7,Low,41.4
TSK-10836,Electrical,AST-10836,OHE Catenary,COR-067,328.3,Bridge expansion joint inspection & bolt tightening,Major,5,2,3,11,240,5,Yes,Emergency,Pending,53.8,52.2,Medium,53.0
TSK-10837,Engineering,AST-10837,Interlocking Switch,COR-031,115.9,Rail flaw ultrasonics check required,Minor,2,4,4,35,180,6,Yes,Preventive,Pending,52.4,62.9,Low,57.6
TSK-10838,Signal & Telecom,AST-10838,Signal - Multi Aspect,COR-007,332.6,Axle counter digital sensor reset test,Critical,3,1,1,10,60,7,Yes,Emergency,Completed,47.8,52.4,Low,50.1
TSK-10839,Signal & Telecom,AST-10839,Axle Counter,COR-030,46.9,OHE cantilever insulator cleaning & height adjustment,Major,4,5,1,24,60,11,No,Breakdown,Completed,33.8,52.9,Medium,43.3
TSK-10840,Operating,AST-10840,OHE Catenary,COR-055,86.7,Level crossing gate motor overhaul & interlock test,Major,2,2,4,26,180,12,Yes,Breakdown,Completed,78.2,28.7,High,53.5
TSK-10841,Electrical,AST-10841,Axle Counter,COR-024,410.2,Multi-aspect LED signal bulb replacement & relay test,Minor,4,1,5,22,360,6,No,Corrective,Pending,49.0,65.1,Low,57.0
TSK-10842,Electrical,AST-10842,Track Circuit,COR-016,119.4,Level crossing gate motor overhaul & interlock test,Major,3,5,4,3,240,10,Yes,Emergency,Scheduled,22.1,83.4,High,52.8
TSK-10843,Signal & Telecom,AST-10843,Signal - Multi Aspect,COR-055,8.4,OHE cantilever insulator cleaning & height adjustment,Minor,1,4,3,8,240,11,Yes,Corrective,Scheduled,46.6,52.6,Low,49.6
TSK-10844,Operating,AST-10844,Bridge Span,COR-091,73.1,Rail flaw ultrasonics check required,Critical,3,3,1,11,240,9,No,Breakdown,Completed,94.9,90.8,Low,92.8
TSK-10845,Operating,AST-10845,Track Circuit,COR-080,325.7,Point machine lubrication & locking calibration,Moderate,3,1,2,27,180,6,No,Preventive,Pending,65.8,68.1,Low,66.9
TSK-10846,Operating,AST-10846,Track Circuit,COR-008,311.9,Axle counter digital sensor reset test,Major,2,2,4,20,60,9,Yes,Breakdown,In Progress,45.5,43.2,Low,44.4
TSK-10847,Engineering,AST-10847,Bridge Span,COR-019,205.7,Bridge expansion joint inspection & bolt tightening,Moderate,2,5,3,26,240,7,Yes,Preventive,Completed,25.4,94.7,High,60.0
TSK-10848,Engineering,AST-10848,Level Crossing Gate,COR-010,39.5,OHE cantilever insulator cleaning & height adjustment,Major,3,2,2,40,360,10,No,Corrective,Scheduled,70.1,68.7,Low,69.4
TSK-10849,Operating,AST-10849,Interlocking Switch,COR-028,272.5,"Track tamping, ballast packing & alignment check",Major,2,1,5,43,120,8,Yes,Corrective,Completed,35.0,67.3,High,51.1
TSK-10850,Electrical,AST-10850,Level Crossing Gate,COR-078,225.7,Bridge expansion joint inspection & bolt tightening,Minor,1,5,5,11,360,8,Yes,Emergency,In Progress,92.2,90.6,Medium,91.4
TSK-10851,Operating,AST-10851,Interlocking Switch,COR-043,339.2,Multi-aspect LED signal bulb replacement & relay test,Critical,5,3,4,6,180,4,No,Preventive,Scheduled,36.2,76.2,Medium,56.2
TSK-10852,Engineering,AST-10852,Axle Counter,COR-036,315.1,Rail flaw ultrasonics check required,Moderate,3,3,3,32,180,5,Yes,Corrective,Scheduled,31.6,63.5,High,47.5
TSK-10853,Operating,AST-10853,Track Circuit,COR-054,419.7,"Track tamping, ballast packing & alignment check",Critical,1,3,4,39,240,11,Yes,Breakdown,In Progress,43.5,72.5,Medium,58.0
TSK-10854,Electrical,AST-10854,Interlocking Switch,COR-067,107.9,Point machine lubrication & locking calibration,Major,5,1,3,8,120,11,Yes,Breakdown,In Progress,74.4,66.6,Medium,70.5
TSK-10855,Signal & Telecom,AST-10855,Signal - Multi Aspect,COR-028,175.3,Level crossing gate motor overhaul & interlock test,Minor,5,1,3,37,60,6,Yes,Emergency,Completed,56.2,92.7,Low,74.5
TSK-10856,Signal & Telecom,AST-10856,Interlocking Switch,COR-023,54.3,Point machine lubrication & locking calibration,Minor,4,3,1,30,240,12,Yes,Preventive,Pending,73.6,87.7,High,80.7
TSK-10857,Electrical,AST-10857,Axle Counter,COR-054,309.1,"Track tamping, ballast packing & alignment check",Minor,5,5,3,29,180,8,No,Emergency,Scheduled,96.0,71.0,Medium,83.5
TSK-10858,Engineering,AST-10858,Point & Crossing,COR-081,411.4,"Track tamping, ballast packing & alignment check",Minor,1,3,5,34,60,10,No,Preventive,Scheduled,47.2,71.1,Medium,59.1
TSK-10859,Engineering,AST-10859,Bridge Span,COR-099,81.9,"Track tamping, ballast packing & alignment check",Minor,5,4,5,7,60,9,No,Corrective,Pending,75.5,36.9,Medium,56.2
TSK-10860,Engineering,AST-10860,Level Crossing Gate,COR-042,10.9,Rail flaw ultrasonics check required,Moderate,2,4,1,4,120,12,Yes,Breakdown,Scheduled,33.0,42.8,High,37.9
TSK-10861,Electrical,AST-10861,Level Crossing Gate,COR-029,313.6,OHE cantilever insulator cleaning & height adjustment,Minor,3,4,2,28,120,5,Yes,Corrective,Scheduled,62.2,15.6,High,38.9
TSK-10862,Electrical,AST-10862,Axle Counter,COR-086,219.4,"Track tamping, ballast packing & alignment check",Major,3,5,4,13,180,10,Yes,Breakdown,Completed,75.8,85.5,High,80.7
TSK-10863,Engineering,AST-10863,Track Circuit,COR-036,240.7,Axle counter digital sensor reset test,Major,2,4,2,7,180,8,Yes,Corrective,Pending,89.6,73.7,Low,81.7
TSK-10864,Operating,AST-10864,Signal - Multi Aspect,COR-099,306.7,Axle counter digital sensor reset test,Critical,1,5,5,2,180,5,Yes,Breakdown,In Progress,52.4,63.7,Medium,58.0
TSK-10865,Operating,AST-10865,Axle Counter,COR-062,132.0,Rail flaw ultrasonics check required,Moderate,2,1,4,6,360,7,No,Breakdown,In Progress,62.3,90.5,High,76.4
TSK-10866,Electrical,AST-10866,Level Crossing Gate,COR-083,144.4,Bridge expansion joint inspection & bolt tightening,Major,1,1,5,17,180,3,No,Breakdown,Completed,21.5,46.6,High,34.0
TSK-10867,Operating,AST-10867,Point & Crossing,COR-036,267.4,Bridge expansion joint inspection & bolt tightening,Minor,3,4,2,20,120,3,No,Emergency,In Progress,35.7,33.2,Low,34.5
TSK-10868,Operating,AST-10868,Level Crossing Gate,COR-048,48.3,Point machine lubrication & locking calibration,Minor,5,2,2,34,120,7,Yes,Corrective,In Progress,80.7,35.8,High,58.2
TSK-10869,Signal & Telecom,AST-10869,Level Crossing Gate,COR-045,70.3,Axle counter digital sensor reset test,Minor,3,3,4,0,60,10,No,Emergency,In Progress,24.8,22.3,Medium,23.6
TSK-10870,Engineering,AST-10870,OHE Catenary,COR-003,152.0,OHE cantilever insulator cleaning & height adjustment,Critical,1,2,4,22,180,10,Yes,Emergency,In Progress,36.2,46.3,High,41.2
TSK-10871,Signal & Telecom,AST-10871,OHE Catenary,COR-098,89.8,Multi-aspect LED signal bulb replacement & relay test,Minor,5,1,5,40,240,12,No,Corrective,Pending,34.5,79.9,High,57.2
TSK-10872,Engineering,AST-10872,Track Circuit,COR-051,156.8,Rail flaw ultrasonics check required,Moderate,1,2,1,28,180,6,No,Preventive,In Progress,76.5,18.9,High,47.7
TSK-10873,Signal & Telecom,AST-10873,Interlocking Switch,COR-011,375.9,Rail flaw ultrasonics check required,Major,5,4,1,37,120,12,No,Corrective,Scheduled,53.0,59.8,Medium,56.4
TSK-10874,Electrical,AST-10874,Bridge Span,COR-008,16.4,OHE cantilever insulator cleaning & height adjustment,Critical,3,1,5,39,120,10,Yes,Preventive,Scheduled,57.8,63.2,High,60.5
TSK-10875,Electrical,AST-10875,Bridge Span,COR-010,292.9,Point machine lubrication & locking calibration,Minor,4,5,5,12,360,5,Yes,Breakdown,In Progress,82.8,60.7,High,71.8
TSK-10876,Electrical,AST-10876,Bridge Span,COR-023,385.8,"Track tamping, ballast packing & alignment check",Critical,1,3,4,3,180,5,Yes,Breakdown,Pending,49.3,72.1,Medium,60.7
TSK-10877,Operating,AST-10877,OHE Catenary,COR-065,100.5,Axle counter digital sensor reset test,Critical,1,4,4,14,180,11,Yes,Preventive,In Progress,21.2,67.0,Medium,44.1
TSK-10878,Engineering,AST-10878,Point & Crossing,COR-002,135.6,Multi-aspect LED signal bulb replacement & relay test,Moderate,3,3,2,26,360,7,Yes,Corrective,In Progress,35.0,30.6,Low,32.8
TSK-10879,Engineering,AST-10879,Signal - Multi Aspect,COR-078,202.1,Point machine lubrication & locking calibration,Minor,3,4,2,43,360,4,No,Corrective,Scheduled,30.1,31.9,Medium,31.0
TSK-10880,Operating,AST-10880,Interlocking Switch,COR-017,13.5,Multi-aspect LED signal bulb replacement & relay test,Moderate,1,4,4,14,360,9,No,Preventive,Scheduled,59.4,59.3,High,59.3
TSK-10881,Operating,AST-10881,Signal - Multi Aspect,COR-035,416.8,Point machine lubrication & locking calibration,Moderate,5,4,1,20,360,11,Yes,Breakdown,Scheduled,70.9,93.2,Medium,82.1
TSK-10882,Signal & Telecom,AST-10882,Level Crossing Gate,COR-022,150.9,Level crossing gate motor overhaul & interlock test,Critical,5,2,5,12,120,8,Yes,Breakdown,Scheduled,53.2,43.4,Medium,48.3
TSK-10883,Operating,AST-10883,Level Crossing Gate,COR-063,241.7,Point machine lubrication & locking calibration,Critical,5,3,2,44,180,3,Yes,Preventive,Completed,74.6,83.4,Medium,79.0
TSK-10884,Engineering,AST-10884,Track Circuit,COR-021,66.7,Level crossing gate motor overhaul & interlock test,Minor,3,3,4,44,60,6,Yes,Preventive,Scheduled,78.4,83.8,Low,81.1
TSK-10885,Operating,AST-10885,OHE Catenary,COR-079,288.2,Axle counter digital sensor reset test,Moderate,3,5,5,1,120,6,Yes,Breakdown,Pending,22.1,86.0,Medium,54.0
TSK-10886,Operating,AST-10886,Interlocking Switch,COR-020,280.5,Level crossing gate motor overhaul & interlock test,Moderate,3,3,5,17,120,6,No,Emergency,Scheduled,69.6,38.8,High,54.2
TSK-10887,Signal & Telecom,AST-10887,Signal - Multi Aspect,COR-035,317.3,Rail flaw ultrasonics check required,Minor,3,4,3,17,240,10,No,Preventive,In Progress,39.7,39.2,Medium,39.5
TSK-10888,Operating,AST-10888,Interlocking Switch,COR-052,343.6,Multi-aspect LED signal bulb replacement & relay test,Moderate,4,3,2,26,240,7,No,Preventive,Completed,96.3,93.1,Medium,94.7
TSK-10889,Electrical,AST-10889,Track Circuit,COR-018,157.4,Bridge expansion joint inspection & bolt tightening,Major,5,1,1,42,180,6,Yes,Corrective,Pending,32.9,46.6,Low,39.8
TSK-10890,Operating,AST-10890,OHE Catenary,COR-042,110.4,Bridge expansion joint inspection & bolt tightening,Critical,3,5,5,16,120,3,No,Emergency,In Progress,37.7,83.7,Medium,60.7
TSK-10891,Engineering,AST-10891,Signal - Multi Aspect,COR-045,393.8,Axle counter digital sensor reset test,Minor,5,3,4,38,360,3,No,Emergency,Scheduled,47.2,83.0,Low,65.1
TSK-10892,Electrical,AST-10892,Level Crossing Gate,COR-074,398.9,Point machine lubrication & locking calibration,Moderate,3,4,3,27,120,4,Yes,Preventive,Completed,66.8,79.8,Low,73.3
TSK-10893,Engineering,AST-10893,Point & Crossing,COR-095,154.9,Multi-aspect LED signal bulb replacement & relay test,Minor,2,1,1,22,60,4,No,Corrective,In Progress,95.1,87.4,Low,91.2
TSK-10894,Operating,AST-10894,Signal - Multi Aspect,COR-017,387.2,Level crossing gate motor overhaul & interlock test,Minor,5,2,5,30,60,5,No,Emergency,In Progress,37.5,80.8,Medium,59.1
TSK-10895,Electrical,AST-10895,Level Crossing Gate,COR-085,181.2,Multi-aspect LED signal bulb replacement & relay test,Moderate,5,1,2,10,180,7,Yes,Corrective,In Progress,67.4,60.9,Medium,64.2
TSK-10896,Electrical,AST-10896,Bridge Span,COR-062,151.4,"Track tamping, ballast packing & alignment check",Minor,5,3,1,23,120,10,No,Preventive,In Progress,34.4,73.0,High,53.7
TSK-10897,Operating,AST-10897,OHE Catenary,COR-058,310.8,Axle counter digital sensor reset test,Major,5,2,2,21,180,9,No,Emergency,Pending,43.0,75.1,Low,59.0
TSK-10898,Operating,AST-10898,Signal - Multi Aspect,COR-028,175.5,Multi-aspect LED signal bulb replacement & relay test,Minor,4,1,2,17,120,11,No,Corrective,Pending,82.4,67.5,High,75.0
TSK-10899,Engineering,AST-10899,Bridge Span,COR-069,82.3,Rail flaw ultrasonics check required,Critical,4,5,1,11,360,5,No,Corrective,Scheduled,96.3,80.0,High,88.2
TSK-10900,Engineering,AST-10900,Level Crossing Gate,COR-086,213.2,Multi-aspect LED signal bulb replacement & relay test,Moderate,2,5,3,28,360,3,Yes,Emergency,Completed,39.7,95.9,Low,67.8
TSK-10901,Operating,AST-10901,Track Circuit,COR-022,145.1,"Track tamping, ballast packing & alignment check",Critical,2,1,3,31,360,5,Yes,Preventive,Pending,88.9,65.0,High,77.0
TSK-10902,Electrical,AST-10902,Level Crossing Gate,COR-007,15.6,Bridge expansion joint inspection & bolt tightening,Minor,3,3,1,28,120,12,Yes,Breakdown,Completed,46.6,35.5,High,41.0
TSK-10903,Engineering,AST-10903,OHE Catenary,COR-069,193.5,Level crossing gate motor overhaul & interlock test,Moderate,4,2,1,15,180,7,Yes,Corrective,In Progress,76.4,73.1,Low,74.8
TSK-10904,Operating,AST-10904,Axle Counter,COR-050,8.4,Axle counter digital sensor reset test,Critical,2,2,4,24,120,8,Yes,Preventive,Pending,91.4,88.0,Medium,89.7
TSK-10905,Operating,AST-10905,Level Crossing Gate,COR-011,380.3,Rail flaw ultrasonics check required,Major,4,1,5,27,60,8,No,Emergency,In Progress,75.9,53.3,Low,64.6
TSK-10906,Engineering,AST-10906,Point & Crossing,COR-036,138.7,Point machine lubrication & locking calibration,Minor,2,1,3,28,240,5,Yes,Preventive,Completed,91.5,24.8,Medium,58.1
TSK-10907,Electrical,AST-10907,Track Circuit,COR-002,29.8,Rail flaw ultrasonics check required,Minor,4,4,5,11,60,5,No,Breakdown,Scheduled,45.4,91.8,Medium,68.6
TSK-10908,Signal & Telecom,AST-10908,Level Crossing Gate,COR-075,262.3,"Track tamping, ballast packing & alignment check",Critical,2,1,3,1,60,11,Yes,Breakdown,Scheduled,56.1,91.1,Medium,73.6
TSK-10909,Operating,AST-10909,Level Crossing Gate,COR-078,307.5,OHE cantilever insulator cleaning & height adjustment,Critical,4,4,4,26,60,8,Yes,Preventive,Scheduled,36.5,26.8,Low,31.6
TSK-10910,Electrical,AST-10910,Level Crossing Gate,COR-011,88.3,Axle counter digital sensor reset test,Minor,5,2,3,21,240,7,Yes,Emergency,Completed,46.7,46.9,Low,46.8
TSK-10911,Electrical,AST-10911,Point & Crossing,COR-006,419.5,Rail flaw ultrasonics check required,Critical,4,2,1,30,180,12,Yes,Breakdown,In Progress,28.3,40.6,Medium,34.5
TSK-10912,Operating,AST-10912,Interlocking Switch,COR-045,11.6,Axle counter digital sensor reset test,Minor,2,2,2,18,240,8,Yes,Breakdown,Completed,65.9,50.1,Medium,58.0
TSK-10913,Operating,AST-10913,Axle Counter,COR-006,292.9,Level crossing gate motor overhaul & interlock test,Minor,4,3,5,10,240,12,No,Preventive,Scheduled,60.2,52.8,Low,56.5
TSK-10914,Engineering,AST-10914,Level Crossing Gate,COR-074,69.7,Point machine lubrication & locking calibration,Moderate,2,3,1,27,180,5,Yes,Breakdown,Completed,98.0,91.1,Low,94.5
TSK-10915,Electrical,AST-10915,OHE Catenary,COR-089,109.8,Axle counter digital sensor reset test,Critical,5,5,1,10,360,10,No,Corrective,Scheduled,45.8,46.0,Low,45.9
TSK-10916,Electrical,AST-10916,Axle Counter,COR-046,308.3,"Track tamping, ballast packing & alignment check",Critical,3,5,2,21,60,6,Yes,Emergency,Pending,31.7,70.9,Low,51.3
TSK-10917,Signal & Telecom,AST-10917,Point & Crossing,COR-069,190.5,OHE cantilever insulator cleaning & height adjustment,Major,5,3,1,1,60,3,Yes,Corrective,Scheduled,61.1,69.5,High,65.3
TSK-10918,Operating,AST-10918,Level Crossing Gate,COR-035,289.6,Bridge expansion joint inspection & bolt tightening,Critical,1,4,2,25,360,5,Yes,Emergency,Pending,53.9,94.3,High,74.1
TSK-10919,Operating,AST-10919,OHE Catenary,COR-027,51.4,OHE cantilever insulator cleaning & height adjustment,Minor,3,1,4,44,120,12,Yes,Breakdown,Completed,81.9,16.5,High,49.2
TSK-10920,Operating,AST-10920,Bridge Span,COR-025,55.9,"Track tamping, ballast packing & alignment check",Critical,3,3,4,24,120,6,Yes,Emergency,Pending,21.5,26.2,Medium,23.9
TSK-10921,Electrical,AST-10921,Track Circuit,COR-063,388.1,OHE cantilever insulator cleaning & height adjustment,Moderate,1,2,1,12,240,12,Yes,Breakdown,In Progress,66.2,53.3,Medium,59.8
TSK-10922,Operating,AST-10922,Track Circuit,COR-077,281.6,Bridge expansion joint inspection & bolt tightening,Critical,4,3,3,30,240,7,Yes,Corrective,Scheduled,32.7,60.0,Medium,46.4
TSK-10923,Signal & Telecom,AST-10923,Level Crossing Gate,COR-051,29.4,Level crossing gate motor overhaul & interlock test,Critical,4,5,4,8,180,5,No,Breakdown,Pending,84.1,34.7,Medium,59.4
TSK-10924,Electrical,AST-10924,Level Crossing Gate,COR-041,335.5,Rail flaw ultrasonics check required,Moderate,2,4,4,21,60,9,Yes,Preventive,Scheduled,30.3,45.5,Medium,37.9
TSK-10925,Engineering,AST-10925,OHE Catenary,COR-021,357.2,Rail flaw ultrasonics check required,Major,3,5,3,19,240,6,Yes,Preventive,Completed,32.8,59.9,High,46.3
TSK-10926,Signal & Telecom,AST-10926,Level Crossing Gate,COR-031,356.0,Multi-aspect LED signal bulb replacement & relay test,Major,2,2,4,32,120,11,Yes,Preventive,Pending,65.0,62.6,Low,63.8
TSK-10927,Engineering,AST-10927,Bridge Span,COR-015,102.7,OHE cantilever insulator cleaning & height adjustment,Major,3,5,1,19,360,7,Yes,Breakdown,In Progress,91.8,21.7,High,56.8
TSK-10928,Engineering,AST-10928,Level Crossing Gate,COR-018,415.2,OHE cantilever insulator cleaning & height adjustment,Minor,4,5,3,40,60,10,No,Breakdown,Completed,72.2,29.7,Low,51.0
TSK-10929,Electrical,AST-10929,Track Circuit,COR-079,209.8,Bridge expansion joint inspection & bolt tightening,Moderate,1,5,1,31,360,5,No,Preventive,Completed,60.4,81.1,Low,70.8
TSK-10930,Operating,AST-10930,Track Circuit,COR-063,175.5,Level crossing gate motor overhaul & interlock test,Minor,2,2,2,12,240,10,Yes,Preventive,Completed,28.3,65.3,Medium,46.8
TSK-10931,Electrical,AST-10931,Interlocking Switch,COR-049,391.0,Axle counter digital sensor reset test,Minor,3,5,2,14,240,12,No,Breakdown,Pending,67.7,55.0,High,61.4
TSK-10932,Electrical,AST-10932,Track Circuit,COR-037,101.8,Bridge expansion joint inspection & bolt tightening,Critical,3,5,5,23,180,11,No,Emergency,In Progress,55.2,74.9,High,65.1
TSK-10933,Electrical,AST-10933,Interlocking Switch,COR-019,363.3,Rail flaw ultrasonics check required,Major,1,4,1,18,60,9,No,Emergency,Completed,38.5,57.5,Medium,48.0
TSK-10934,Operating,AST-10934,Bridge Span,COR-016,354.7,Axle counter digital sensor reset test,Moderate,1,3,1,32,240,7,Yes,Breakdown,In Progress,45.5,45.2,High,45.4
TSK-10935,Engineering,AST-10935,Axle Counter,COR-052,394.6,"Track tamping, ballast packing & alignment check",Moderate,1,4,4,34,180,4,No,Emergency,Pending,90.2,21.8,Low,56.0
TSK-10936,Engineering,AST-10936,Signal - Multi Aspect,COR-091,275.2,"Track tamping, ballast packing & alignment check",Critical,4,3,3,20,180,6,Yes,Breakdown,Completed,64.3,84.2,Low,74.2
TSK-10937,Engineering,AST-10937,Level Crossing Gate,COR-024,111.0,OHE cantilever insulator cleaning & height adjustment,Minor,4,4,3,22,240,7,Yes,Preventive,Scheduled,40.2,82.1,Medium,61.1
TSK-10938,Engineering,AST-10938,Level Crossing Gate,COR-071,388.3,Level crossing gate motor overhaul & interlock test,Critical,1,4,5,23,180,3,Yes,Breakdown,Scheduled,93.1,69.7,Low,81.4
TSK-10939,Electrical,AST-10939,Interlocking Switch,COR-012,348.2,Point machine lubrication & locking calibration,Critical,4,5,3,37,120,10,Yes,Breakdown,Completed,74.9,60.6,High,67.8
TSK-10940,Operating,AST-10940,Track Circuit,COR-087,14.7,Rail flaw ultrasonics check required,Critical,1,2,2,13,180,5,No,Emergency,Scheduled,58.3,91.1,Medium,74.7
TSK-10941,Signal & Telecom,AST-10941,Track Circuit,COR-055,402.3,Axle counter digital sensor reset test,Moderate,1,5,5,15,180,8,No,Preventive,In Progress,66.5,59.9,Medium,63.2
TSK-10942,Operating,AST-10942,Bridge Span,COR-088,246.3,Multi-aspect LED signal bulb replacement & relay test,Major,4,2,1,29,120,3,Yes,Preventive,Completed,89.4,77.9,Low,83.7
TSK-10943,Engineering,AST-10943,Track Circuit,COR-099,340.1,Multi-aspect LED signal bulb replacement & relay test,Critical,4,5,3,29,60,9,No,Breakdown,Scheduled,53.4,95.8,High,74.6
TSK-10944,Operating,AST-10944,OHE Catenary,COR-088,242.6,Level crossing gate motor overhaul & interlock test,Moderate,5,3,1,40,360,9,Yes,Corrective,Pending,96.2,66.9,High,81.6
TSK-10945,Operating,AST-10945,Track Circuit,COR-032,52.6,Axle counter digital sensor reset test,Critical,2,4,5,5,240,5,No,Breakdown,In Progress,41.7,41.6,Medium,41.7
TSK-10946,Engineering,AST-10946,Axle Counter,COR-001,46.6,Rail flaw ultrasonics check required,Moderate,4,4,5,25,360,11,Yes,Breakdown,In Progress,27.1,78.8,Low,53.0
TSK-10947,Electrical,AST-10947,Point & Crossing,COR-028,18.8,Level crossing gate motor overhaul & interlock test,Major,2,2,5,29,240,5,Yes,Preventive,Completed,35.7,82.4,Low,59.1
TSK-10948,Operating,AST-10948,OHE Catenary,COR-082,96.4,Bridge expansion joint inspection & bolt tightening,Moderate,4,5,3,36,120,3,No,Corrective,Scheduled,37.4,77.3,Medium,57.3
TSK-10949,Signal & Telecom,AST-10949,Track Circuit,COR-038,103.1,Bridge expansion joint inspection & bolt tightening,Moderate,1,1,3,44,240,5,Yes,Emergency,Scheduled,91.2,76.2,Medium,83.7
TSK-10950,Engineering,AST-10950,Interlocking Switch,COR-086,329.8,"Track tamping, ballast packing & alignment check",Critical,1,1,1,31,240,6,No,Preventive,In Progress,79.9,42.0,Low,61.0
TSK-10951,Engineering,AST-10951,Signal - Multi Aspect,COR-049,208.4,Point machine lubrication & locking calibration,Major,4,4,4,35,360,10,Yes,Preventive,In Progress,52.0,29.7,Low,40.9
TSK-10952,Electrical,AST-10952,Interlocking Switch,COR-048,10.8,OHE cantilever insulator cleaning & height adjustment,Moderate,3,2,1,8,180,8,Yes,Emergency,Completed,45.1,81.3,Low,63.2
TSK-10953,Electrical,AST-10953,Signal - Multi Aspect,COR-055,51.6,"Track tamping, ballast packing & alignment check",Minor,2,5,2,38,120,12,No,Breakdown,In Progress,67.5,45.1,Low,56.3
TSK-10954,Electrical,AST-10954,Axle Counter,COR-029,109.9,Axle counter digital sensor reset test,Critical,2,3,1,33,240,7,Yes,Emergency,Scheduled,62.8,56.0,Low,59.4
TSK-10955,Electrical,AST-10955,OHE Catenary,COR-051,234.7,Point machine lubrication & locking calibration,Critical,2,1,5,36,240,12,Yes,Breakdown,Scheduled,65.7,79.7,Low,72.7
