task_id,asset_id,asset_type,corridor_id,location_km,signal_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,possession_required,status
SMMS002965,AST008357,Level Crossing Signal,C00078,76.5,LC Gate Signal,Signal failure,Medium,3,2,2,2025-03-22,2025-04-08,84,160,4,Preventive,Yes,In Progress
SMMS002966,AST006514,Axle Counter,C00027,67.3,Axle Counter,Axle counter fault,High,3,3,2,2025-03-20,2025-03-29,94,104,2,Corrective,No,Open
SMMS002967,AST006212,Track Circuit,C00060,41.9,Track Circuit,Track circuit fault,Low,3,3,2,2025-05-29,2025-07-13,0,139,4,Corrective,Yes,In Progress
SMMS002968,AST007933,Level Crossing Signal,C00063,103.5,LC Gate Signal,Signal failure,High,3,3,2,2025-06-28,2025-07-06,0,63,3,Corrective,No,Completed
SMMS002969,AST005283,Telecom Cable,C00047,15.1,Quad Cable,Cable fault,Medium,2,3,2,2025-04-22,2025-05-05,57,198,3,Preventive,Yes,Deferred
SMMS002970,AST005824,Point Machine,C00093,34.4,Electric Point Machine,Point machine fault,Low,2,1,2,2025-03-24,2025-04-23,69,197,4,Preventive,No,Open
SMMS002971,AST005861,Point Machine,C00092,33.4,Electric Point Machine,Point machine fault,High,3,3,3,2025-04-07,2025-04-17,0,191,3,Preventive,No,Completed
SMMS002972,AST005366,Level Crossing Signal,C00089,9.3,LC Gate Signal,Signal failure,Medium,2,2,3,2025-06-24,2025-07-14,0,109,3,Preventive,No,Open
SMMS002973,AST007289,Interlocking,C00049,21.1,Route Relay Interlocking,Interlocking inspection,Low,2,2,1,2025-06-28,2025-08-04,0,199,4,Inspection,Yes,Completed
SMMS002974,AST007922,Track Circuit,C00083,41.9,Track Circuit,Track circuit fault,High,2,5,3,2025-06-30,2025-07-10,0,76,3,Corrective,No,Scheduled
SMMS002975,AST005318,Axle Counter,C00009,11.0,Axle Counter,Axle counter fault,Medium,2,2,2,2025-06-09,2025-06-29,2,83,4,Preventive,No,Scheduled
SMMS002976,AST005567,Level Crossing Signal,C00036,40.5,LC Gate Signal,Signal failure,Low,2,2,1,2025-06-29,2025-08-02,0,114,4,Inspection,Yes,Open
SMMS002977,AST008046,Point Machine,C00081,15.1,Electric Point Machine,Point machine fault,Critical,5,5,3,2025-06-19,2025-06-23,8,183,3,Preventive,No,Open
SMMS002978,AST006191,Relay,C00098,0.3,Relay Interlocking,Relay degradation,Low,2,3,3,2025-06-29,2025-08-03,0,74,4,Inspection,Yes,Completed
SMMS002979,AST006535,Track Circuit,C00095,70.3,Track Circuit,Track circuit fault,Medium,4,2,3,2025-06-19,2025-07-09,0,110,3,Preventive,No,Open
SMMS002980,AST006191,Relay,C00098,0.3,Relay Interlocking,Relay degradation,Medium,4,2,3,2025-06-24,2025-07-05,0,75,3,Corrective,Yes,Open
SMMS002981,AST007811,Signal,C00003,26.6,Colour Light Signal,Signal failure,Low,4,2,3,2025-06-04,2025-07-04,0,156,2,Preventive,Yes,Open
SMMS002982,AST007131,Axle Counter,C00089,33.1,Axle Counter,Axle counter fault,Critical,4,4,4,2025-04-18,2025-04-23,69,168,5,Corrective,Yes,Open
SMMS002983,AST005607,Optical Fiber,C00042,56.8,OFC Link,Cable fault,Low,2,1,2,2025-06-15,2025-07-19,0,173,3,Corrective,Yes,Completed
SMMS002984,AST007883,Axle Counter,C00083,81.2,Axle Counter,Axle counter fault,Medium,4,3,3,2025-06-30,2025-07-15,0,97,2,Corrective,No,Scheduled
SMMS002985,AST006054,Optical Fiber,C00067,106.5,OFC Link,Cable fault,Low,2,1,1,2025-04-26,2025-06-07,24,135,4,Corrective,No,Open
SMMS002986,AST007302,Interlocking,C00089,71.0,Route Relay Interlocking,Interlocking inspection,Critical,3,4,3,2025-06-21,2025-06-22,9,334,5,Inspection,No,Open
SMMS002987,AST006600,Axle Counter,C00093,48.6,Axle Counter,Axle counter fault,Medium,4,2,2,2025-06-10,2025-06-23,8,192,3,Corrective,Yes,Scheduled
SMMS002988,AST007592,Signal,C00095,10.7,Colour Light Signal,Signal failure,Medium,3,4,2,2025-04-24,2025-05-09,53,109,2,Preventive,Yes,Scheduled
SMMS002989,AST006875,Telecom Cable,C00069,202.7,Quad Cable,Cable fault,Medium,3,2,1,2025-06-26,2025-07-18,0,186,4,Preventive,No,Open
SMMS002990,AST008526,Optical Fiber,C00080,1.3,OFC Link,Cable fault,Critical,3,4,4,2025-04-29,2025-05-02,0,146,3,Preventive,Yes,Completed
SMMS002991,AST005330,Track Circuit,C00014,33.8,Track Circuit,Track circuit fault,Low,2,2,1,2025-04-29,2025-05-31,31,73,3,Preventive,No,Open
SMMS002992,AST007891,Optical Fiber,C00092,43.1,OFC Link,Cable fault,Low,4,2,2,2025-06-06,2025-07-14,0,141,3,Preventive,Yes,Open
SMMS002993,AST007222,Interlocking,C00053,34.3,Route Relay Interlocking,Interlocking inspection,Low,2,2,2,2025-06-25,2025-07-28,0,149,2,Inspection,No,Completed
SMMS002994,AST006477,Relay,C00032,10.0,Relay Interlocking,Relay degradation,High,4,4,3,2025-06-27,2025-07-03,0,121,2,Corrective,No,Completed
SMMS002995,AST006684,Track Circuit,C00091,35.0,Track Circuit,Track circuit fault,High,4,3,2,2025-04-01,2025-04-09,83,211,4,Corrective,Yes,Open
SMMS002996,AST006102,Relay,C00058,38.3,Relay Interlocking,Relay degradation,Low,3,2,1,2025-03-17,2025-04-19,73,80,3,Inspection,No,In Progress
SMMS002997,AST008078,Telecom Cable,C00079,23.7,Quad Cable,Cable fault,Low,4,2,2,2025-04-14,2025-05-11,0,168,4,Preventive,No,Completed
SMMS002998,AST005747,Point Machine,C00045,48.0,Electric Point Machine,Point machine fault,Low,3,3,2,2025-06-20,2025-07-28,0,195,3,Corrective,Yes,Open
SMMS002999,AST005833,Level Crossing Signal,C00086,28.0,LC Gate Signal,Signal failure,High,4,4,3,2025-06-03,2025-06-11,0,49,4,Corrective,Yes,Completed
SMMS003000,AST005296,Optical Fiber,C00059,154.5,OFC Link,Cable fault,Low,2,1,1,2025-06-27,2025-07-20,0,82,3,Preventive,No,Open
SMMS003001,AST006907,Interlocking,C00078,51.1,Route Relay Interlocking,Interlocking inspection,Medium,3,2,2,2025-04-14,2025-05-04,58,252,5,Inspection,Yes,In Progress
SMMS003002,AST007655,Track Circuit,C00079,8.4,Track Circuit,Track circuit fault,High,4,4,2,2025-06-27,2025-07-03,0,142,3,Preventive,No,In Progress
SMMS003003,AST006198,Axle Counter,C00021,70.6,Axle Counter,Axle counter fault,Low,4,3,3,2025-06-16,2025-07-26,0,52,1,Inspection,No,Scheduled
SMMS003004,AST008561,Axle Counter,C00032,12.9,Axle Counter,Axle counter fault,Medium,2,2,1,2025-05-29,2025-06-21,10,70,1,Corrective,No,Scheduled
SMMS003005,AST006406,Level Crossing Signal,C00082,95.3,LC Gate Signal,Signal failure,Medium,4,2,1,2025-06-21,2025-07-08,0,56,3,Corrective,Yes,Deferred
SMMS003006,AST005830,Optical Fiber,C00019,135.7,OFC Link,Cable fault,Medium,2,3,3,2025-06-15,2025-07-04,0,147,4,Corrective,Yes,Scheduled
SMMS003007,AST007931,Optical Fiber,C00079,31.1,OFC Link,Cable fault,Medium,4,2,2,2025-05-18,2025-06-06,25,151,4,Preventive,Yes,In Progress
SMMS003008,AST007895,Signal,C00060,6.9,Colour Light Signal,Signal failure,Critical,4,5,4,2025-06-20,2025-06-24,7,98,2,Preventive,No,Open
SMMS003009,AST007478,Optical Fiber,C00087,116.5,OFC Link,Cable fault,Medium,4,3,2,2025-06-23,2025-07-12,0,142,4,Preventive,No,Scheduled
SMMS003010,AST008301,Point Machine,C00026,247.0,Electric Point Machine,Point machine fault,Low,2,1,1,2025-06-27,2025-08-06,0,186,3,Inspection,No,Open
SMMS003011,AST007250,Telecom Cable,C00053,100.7,Quad Cable,Cable fault,Low,2,2,2,2025-05-14,2025-06-08,23,75,2,Inspection,Yes,Scheduled
SMMS003012,AST007636,Axle Counter,C00024,58.8,Axle Counter,Axle counter fault,High,2,4,4,2025-05-25,2025-06-03,28,122,4,Preventive,No,Open
SMMS003013,AST006716,Axle Counter,C00005,60.3,Axle Counter,Axle counter fault,Critical,2,5,5,2025-03-24,2025-03-27,96,191,4,Preventive,No,Open
SMMS003014,AST008084,Level Crossing Signal,C00011,16.4,LC Gate Signal,Signal failure,Medium,3,3,1,2025-06-28,2025-07-16,0,93,2,Preventive,Yes,Open
SMMS003015,AST006538,Interlocking,C00057,75.7,Route Relay Interlocking,Interlocking inspection,Medium,4,3,2,2025-06-27,2025-07-17,0,242,3,Inspection,Yes,Completed
SMMS003016,AST007253,Optical Fiber,C00038,156.2,OFC Link,Cable fault,High,1,4,2,2025-05-30,2025-06-04,0,181,2,Corrective,Yes,Completed
SMMS003017,AST006172,Axle Counter,C00075,99.9,Axle Counter,Axle counter fault,High,4,4,1,2025-03-19,2025-03-24,0,99,2,Preventive,No,Completed
SMMS003018,AST005951,Relay,C00035,72.6,Relay Interlocking,Relay degradation,Low,3,1,2,2025-06-21,2025-07-13,0,108,3,Corrective,Yes,Open
SMMS003019,AST006159,Axle Counter,C00093,54.3,Axle Counter,Axle counter fault,Medium,4,3,3,2025-03-06,2025-03-24,99,126,3,Preventive,Yes,Open
SMMS003020,AST007286,Level Crossing Signal,C00077,14.8,LC Gate Signal,Signal failure,Low,3,1,1,2025-06-26,2025-07-17,0,102,3,Inspection,No,Open
SMMS003021,AST005590,Optical Fiber,C00066,44.8,OFC Link,Cable fault,High,3,3,1,2025-06-19,2025-06-30,1,171,4,Corrective,No,Deferred
SMMS003022,AST007896,Interlocking,C00019,30.6,Route Relay Interlocking,Interlocking inspection,Low,4,1,3,2025-06-16,2025-07-24,0,190,4,Inspection,Yes,In Progress
SMMS003023,AST005429,Interlocking,C00068,96.4,Route Relay Interlocking,Interlocking inspection,High,4,3,3,2025-05-01,2025-05-10,52,202,4,Inspection,No,Open
SMMS003024,AST008551,Relay,C00086,29.4,Relay Interlocking,Relay degradation,High,2,4,3,2025-06-24,2025-07-04,0,111,3,Corrective,No,Open
SMMS003025,AST007697,Axle Counter,C00011,63.4,Axle Counter,Axle counter fault,Medium,4,3,2,2025-03-26,2025-04-15,0,125,2,Corrective,Yes,Completed
SMMS003026,AST005598,Telecom Cable,C00089,75.2,Quad Cable,Cable fault,Medium,3,2,3,2025-06-19,2025-07-09,0,170,5,Corrective,Yes,Open
SMMS003027,AST006078,Signal,C00017,2.5,Colour Light Signal,Signal failure,Medium,3,3,1,2025-05-30,2025-06-20,11,137,3,Preventive,No,In Progress
SMMS003028,AST007232,Telecom Cable,C00025,161.3,Quad Cable,Cable fault,Medium,3,2,1,2025-06-25,2025-07-10,0,202,3,Preventive,Yes,Open
SMMS003029,AST006262,Signal,C00058,18.8,Colour Light Signal,Signal lamp/equipment replacement,High,4,4,2,2025-06-30,2025-07-09,0,102,4,Corrective,No,Open
SMMS003030,AST007714,Relay,C00050,30.2,Relay Interlocking,Relay degradation,Medium,2,3,1,2025-05-24,2025-06-11,20,86,4,Preventive,Yes,Scheduled
SMMS003031,AST007387,Telecom Cable,C00021,111.0,Quad Cable,Cable fault,High,2,4,4,2025-06-06,2025-06-15,16,191,3,Corrective,No,Deferred
SMMS003032,AST005695,Track Circuit,C00033,68.9,Track Circuit,Track circuit fault,Medium,3,3,3,2025-06-27,2025-07-14,0,162,5,Corrective,Yes,In Progress
SMMS003033,AST007911,Relay,C00030,25.6,Relay Interlocking,Relay degradation,High,3,4,2,2025-06-06,2025-06-16,15,129,3,Preventive,Yes,Open
SMMS003034,AST007570,Signal,C00076,17.2,Colour Light Signal,Signal failure,Medium,5,2,2,2025-05-13,2025-05-24,38,131,3,Preventive,No,Deferred
SMMS003035,AST008113,Signal,C00028,40.2,Colour Light Signal,Signal lamp/equipment replacement,Medium,4,4,2,2025-06-21,2025-07-07,0,49,2,Corrective,No,Deferred
SMMS003036,AST005292,Axle Counter,C00029,50.9,Axle Counter,Axle counter fault,Low,5,2,1,2025-03-09,2025-04-21,71,62,3,Corrective,Yes,Scheduled
SMMS003037,AST007784,Interlocking,C00021,70.6,Route Relay Interlocking,Interlocking inspection,High,2,3,3,2025-06-27,2025-07-05,0,204,2,Inspection,Yes,Open
SMMS003038,AST006373,Interlocking,C00018,31.9,Route Relay Interlocking,Interlocking inspection,Low,1,2,1,2025-05-17,2025-06-22,9,224,6,Inspection,Yes,Scheduled
SMMS003039,AST008026,Interlocking,C00092,47.9,Route Relay Interlocking,Interlocking inspection,Medium,4,2,3,2025-06-26,2025-07-09,0,248,4,Inspection,No,In Progress
SMMS003040,AST008419,Relay,C00028,110.3,Relay Interlocking,Relay degradation,High,2,4,3,2025-05-29,2025-06-03,28,134,1,Corrective,Yes,Open
SMMS003041,AST005634,Interlocking,C00059,192.4,Route Relay Interlocking,Interlocking inspection,Low,3,3,1,2025-06-24,2025-08-02,0,180,6,Inspection,Yes,Open
SMMS003042,AST005547,Point Machine,C00021,79.9,Electric Point Machine,Point machine fault,High,2,4,3,2025-06-30,2025-07-08,0,125,6,Preventive,No,Completed
SMMS003043,AST006862,Track Circuit,C00018,35.3,Track Circuit,Track circuit fault,High,3,3,3,2025-03-04,2025-03-10,113,207,4,Preventive,Yes,Open
SMMS003044,AST008508,Point Machine,C00060,32.9,Electric Point Machine,Point machine fault,Medium,4,2,2,2025-06-13,2025-06-27,0,137,4,Preventive,No,Completed
SMMS003045,AST007669,Axle Counter,C00048,5.3,Axle Counter,Axle counter fault,High,5,5,2,2025-06-16,2025-06-24,0,137,3,Corrective,Yes,Completed
SMMS003046,AST008513,Point Machine,C00028,113.8,Electric Point Machine,Point machine fault,Medium,2,3,3,2025-06-15,2025-07-03,0,160,4,Preventive,Yes,Completed
SMMS003047,AST007549,Signal,C00076,112.0,Colour Light Signal,Signal failure,Critical,3,4,4,2025-06-05,2025-06-08,23,170,1,Corrective,Yes,Open
SMMS003048,AST006954,Optical Fiber,C00077,18.9,OFC Link,Cable fault,Medium,4,2,3,2025-04-25,2025-05-16,46,138,3,Corrective,Yes,Open
SMMS003049,AST007659,Axle Counter,C00057,43.4,Axle Counter,Axle counter fault,Critical,3,4,4,2025-04-23,2025-04-27,65,185,2,Preventive,Yes,Scheduled
SMMS003050,AST007925,Optical Fiber,C00065,2.2,OFC Link,Cable fault,High,3,4,3,2025-03-04,2025-03-13,110,96,4,Preventive,No,Open
SMMS003051,AST008402,Telecom Cable,C00079,19.7,Quad Cable,Cable fault,Low,2,2,1,2025-06-30,2025-08-02,0,165,5,Corrective,Yes,Open
SMMS003052,AST008557,Optical Fiber,C00090,89.5,OFC Link,Cable fault,High,4,4,4,2025-06-16,2025-06-23,0,100,1,Preventive,Yes,Completed
SMMS003053,AST007622,Axle Counter,C00062,54.6,Axle Counter,Axle counter fault,Low,2,1,1,2025-06-26,2025-08-06,0,141,3,Inspection,Yes,Completed
SMMS003054,AST006735,Optical Fiber,C00094,87.8,OFC Link,Cable fault,Medium,2,2,2,2025-06-23,2025-07-08,0,101,2,Corrective,Yes,Scheduled
SMMS003055,AST005505,Optical Fiber,C00001,80.0,OFC Link,Cable fault,Low,2,2,1,2025-05-29,2025-06-22,9,139,2,Preventive,Yes,Scheduled
SMMS003056,AST006583,Relay,C00020,84.8,Relay Interlocking,Relay degradation,Low,2,1,1,2025-06-21,2025-07-31,0,43,2,Inspection,Yes,Scheduled
SMMS003057,AST007127,Relay,C00019,124.0,Relay Interlocking,Relay degradation,Medium,2,2,3,2025-06-12,2025-06-29,2,100,3,Preventive,No,Scheduled
SMMS003058,AST006117,Interlocking,C00024,91.1,Route Relay Interlocking,Interlocking inspection,Medium,3,2,2,2025-05-20,2025-06-07,0,131,4,Inspection,No,Completed
SMMS003059,AST006304,Relay,C00042,51.3,Relay Interlocking,Relay degradation,Medium,2,2,1,2025-06-23,2025-07-17,0,46,2,Corrective,No,In Progress
SMMS003060,AST005321,Axle Counter,C00011,144.6,Axle Counter,Axle counter fault,Medium,3,2,3,2025-06-27,2025-07-16,0,78,3,Preventive,Yes,Open
SMMS003061,AST007201,Axle Counter,C00050,35.6,Axle Counter,Axle counter fault,Medium,3,2,2,2025-06-11,2025-06-28,3,123,4,Preventive,Yes,Open
SMMS003062,AST007802,Interlocking,C00082,16.8,Route Relay Interlocking,Interlocking inspection,Medium,4,1,2,2025-06-22,2025-07-05,0,130,2,Inspection,Yes,Open
SMMS003063,AST005410,Optical Fiber,C00087,42.4,OFC Link,Cable fault,Medium,3,4,2,2025-06-17,2025-06-30,0,132,3,Corrective,Yes,Completed
SMMS003064,AST006527,Axle Counter,C00017,2.9,Axle Counter,Axle counter fault,Low,2,3,1,2025-06-01,2025-07-02,0,92,3,Preventive,Yes,Open
SMMS003065,AST005914,Point Machine,C00049,78.0,Electric Point Machine,Point machine fault,Low,4,2,1,2025-06-27,2025-07-26,0,90,3,Corrective,Yes,Open
SMMS003066,AST006566,Axle Counter,C00010,23.7,Axle Counter,Axle counter fault,Medium,3,1,2,2025-06-20,2025-07-07,0,124,4,Corrective,Yes,Open
SMMS003067,AST006503,Telecom Cable,C00068,85.8,Quad Cable,Cable fault,Critical,4,4,3,2025-06-29,2025-06-30,1,198,4,Corrective,Yes,Open
SMMS003068,AST007131,Axle Counter,C00089,33.1,Axle Counter,Axle counter fault,Low,2,2,2,2025-06-06,2025-07-15,0,125,2,Inspection,No,Completed
SMMS003069,AST005909,Level Crossing Signal,C00074,3.9,LC Gate Signal,Signal failure,Low,3,3,1,2025-06-16,2025-07-20,0,114,3,Preventive,No,Completed
SMMS003070,AST008128,Optical Fiber,C00005,60.9,OFC Link,Cable fault,Low,3,1,2,2025-06-16,2025-07-30,0,148,3,Corrective,Yes,Open
SMMS003071,AST006300,Relay,C00080,70.5,Relay Interlocking,Relay degradation,High,4,3,2,2025-06-30,2025-07-07,0,78,3,Preventive,No,Open
SMMS003072,AST007990,Optical Fiber,C00093,59.7,OFC Link,Cable fault,Low,3,1,1,2025-04-12,2025-05-26,36,115,2,Preventive,No,Open
SMMS003073,AST005882,Relay,C00057,89.8,Relay Interlocking,Relay degradation,Critical,3,3,3,2025-05-31,2025-06-03,0,52,3,Preventive,No,Completed
SMMS003074,AST007784,Interlocking,C00021,70.6,Route Relay Interlocking,Interlocking inspection,High,3,3,4,2025-06-15,2025-06-22,9,224,3,Inspection,Yes,Open
SMMS003075,AST007328,Signal,C00026,292.9,Colour Light Signal,Signal failure,Medium,4,2,2,2025-06-30,2025-07-17,0,160,3,Preventive,No,Open
SMMS003076,AST006176,Interlocking,C00006,7.0,Route Relay Interlocking,Interlocking inspection,Medium,4,3,2,2025-06-25,2025-07-14,0,204,3,Inspection,Yes,Scheduled
SMMS003077,AST008006,Relay,C00063,91.0,Relay Interlocking,Relay degradation,Low,2,2,1,2025-06-10,2025-07-13,0,94,3,Preventive,No,Open
SMMS003078,AST008567,Axle Counter,C00026,23.0,Axle Counter,Axle counter fault,Low,3,1,2,2025-03-24,2025-04-25,67,149,3,Inspection,Yes,Scheduled
SMMS003079,AST007276,Level Crossing Signal,C00080,31.7,LC Gate Signal,Signal failure,Medium,4,3,3,2025-06-18,2025-07-03,0,164,2,Corrective,No,Open
SMMS003080,AST005637,Telecom Cable,C00084,30.8,Quad Cable,Cable fault,Critical,3,3,3,2025-05-25,2025-05-29,33,149,3,Corrective,No,Open
SMMS003081,AST006905,Telecom Cable,C00060,17.7,Quad Cable,Cable fault,Medium,3,2,2,2025-06-28,2025-07-19,0,126,5,Corrective,No,Open
SMMS003082,AST007035,Level Crossing Signal,C00060,31.7,LC Gate Signal,Signal failure,Medium,1,3,2,2025-06-13,2025-06-30,1,78,4,Preventive,No,Open
SMMS003083,AST008303,Signal,C00016,17.1,Colour Light Signal,Signal lamp/equipment replacement,Low,3,1,3,2025-06-09,2025-07-11,0,79,2,Preventive,No,In Progress
SMMS003084,AST006673,Interlocking,C00100,3.6,Route Relay Interlocking,Interlocking inspection,Low,2,1,1,2025-05-02,2025-06-01,30,224,5,Inspection,Yes,Open
SMMS003085,AST006852,Level Crossing Signal,C00085,76.7,LC Gate Signal,Signal failure,Low,2,3,1,2025-06-02,2025-07-16,0,52,3,Preventive,Yes,Completed
SMMS003086,AST007023,Level Crossing Signal,C00091,15.3,LC Gate Signal,Signal failure,High,3,4,2,2025-06-13,2025-06-19,12,145,1,Preventive,Yes,In Progress
SMMS003087,AST006035,Signal,C00012,97.8,Colour Light Signal,Signal lamp/equipment replacement,Low,3,2,2,2025-05-17,2025-06-20,11,87,4,Preventive,No,In Progress
SMMS003088,AST008514,Point Machine,C00045,134.1,Electric Point Machine,Point machine fault,Medium,3,3,2,2025-06-29,2025-07-14,0,176,1,Corrective,No,Completed
SMMS003089,AST006260,Telecom Cable,C00008,10.4,Quad Cable,Cable fault,Low,1,1,1,2025-05-24,2025-06-26,0,169,1,Corrective,Yes,Completed
SMMS003090,AST007426,Interlocking,C00069,205.0,Route Relay Interlocking,Interlocking inspection,Medium,3,3,3,2025-06-07,2025-06-23,8,274,5,Inspection,No,Scheduled
SMMS003091,AST007186,Signal,C00010,53.4,Colour Light Signal,Signal failure,Medium,3,1,2,2025-06-18,2025-07-11,0,136,3,Preventive,Yes,Completed
SMMS003092,AST008257,Level Crossing Signal,C00084,41.8,LC Gate Signal,Signal failure,Low,2,2,2,2025-03-13,2025-04-05,0,37,2,Corrective,No,Completed
SMMS003093,AST005359,Signal,C00031,79.4,Colour Light Signal,Signal failure,High,3,4,3,2025-05-13,2025-05-22,40,117,3,Corrective,Yes,Open
SMMS003094,AST005467,Relay,C00001,66.3,Relay Interlocking,Relay degradation,High,4,4,4,2025-06-22,2025-07-02,0,90,2,Corrective,Yes,Open
SMMS003095,AST006178,Axle Counter,C00063,124.0,Axle Counter,Axle counter fault,High,4,4,3,2025-06-07,2025-06-14,0,140,3,Preventive,No,Completed
SMMS003096,AST005479,Signal,C00083,82.3,Colour Light Signal,Signal lamp/equipment replacement,Medium,3,3,1,2025-04-14,2025-05-01,61,54,2,Corrective,No,Open
SMMS003097,AST005790,Telecom Cable,C00099,5.9,Quad Cable,Cable fault,Medium,2,2,2,2025-06-19,2025-07-03,0,220,2,Preventive,Yes,Open
SMMS003098,AST008109,Optical Fiber,C00047,1.3,OFC Link,Cable fault,Low,1,2,2,2025-06-01,2025-06-30,1,191,4,Preventive,No,Scheduled
SMMS003099,AST005722,Track Circuit,C00012,74.1,Track Circuit,Track circuit fault,Medium,3,4,2,2025-06-18,2025-06-28,3,188,3,Corrective,No,Open
SMMS003100,AST008121,Level Crossing Signal,C00078,81.7,LC Gate Signal,Signal failure,High,3,4,2,2025-06-05,2025-06-13,18,91,2,Preventive,No,Open
SMMS003101,AST006547,Signal,C00046,25.7,Colour Light Signal,Signal failure,Low,3,2,2,2025-06-18,2025-07-19,0,111,3,Preventive,No,Open
SMMS003102,AST006195,Signal,C00034,8.6,Colour Light Signal,Signal lamp/equipment replacement,Medium,4,2,2,2025-05-14,2025-05-31,31,100,4,Corrective,No,In Progress
SMMS003103,AST007002,Signal,C00016,66.8,Colour Light Signal,Signal failure,Medium,3,3,2,2025-06-03,2025-06-21,10,116,2,Preventive,Yes,Deferred
SMMS003104,AST007253,Optical Fiber,C00038,156.2,OFC Link,Cable fault,High,4,5,2,2025-06-08,2025-06-16,15,122,4,Corrective,Yes,In Progress
SMMS003105,AST008486,Telecom Cable,C00100,2.9,Quad Cable,Cable fault,Critical,4,5,3,2025-04-27,2025-04-29,0,178,4,Preventive,No,Completed
SMMS003106,AST006179,Track Circuit,C00027,76.2,Track Circuit,Track circuit fault,High,4,3,4,2025-06-21,2025-06-27,4,99,4,Preventive,Yes,Open
SMMS003107,AST008038,Telecom Cable,C00077,9.8,Quad Cable,Cable fault,Medium,3,2,3,2025-06-29,2025-07-19,0,158,3,Corrective,Yes,In Progress
SMMS003108,AST008285,Point Machine,C00015,122.3,Electric Point Machine,Point machine fault,Medium,3,2,3,2025-06-01,2025-06-17,0,201,5,Preventive,Yes,Completed
SMMS003109,AST008117,Optical Fiber,C00043,13.6,OFC Link,Cable fault,Low,1,2,1,2025-03-21,2025-05-01,61,81,2,Inspection,Yes,In Progress
SMMS003110,AST007430,Signal,C00087,69.3,Colour Light Signal,Signal failure,Medium,4,2,1,2025-04-30,2025-05-18,44,141,4,Corrective,No,Open
SMMS003111,AST005615,Track Circuit,C00052,192.4,Track Circuit,Track circuit fault,Medium,3,2,2,2025-06-05,2025-06-25,6,144,3,Preventive,No,Open
SMMS003112,AST006304,Relay,C00042,51.3,Relay Interlocking,Relay degradation,Critical,2,4,4,2025-06-09,2025-06-12,0,70,4,Corrective,Yes,Completed
SMMS003113,AST008281,Point Machine,C00011,220.6,Electric Point Machine,Point machine fault,Medium,3,3,1,2025-05-30,2025-06-16,0,89,3,Corrective,No,Completed
SMMS003114,AST007439,Point Machine,C00087,69.1,Electric Point Machine,Point machine fault,Low,2,1,2,2025-06-12,2025-07-17,0,158,4,Inspection,Yes,Open
SMMS003115,AST005993,Axle Counter,C00005,40.3,Axle Counter,Axle counter fault,Medium,3,3,2,2025-06-19,2025-07-04,0,90,4,Preventive,No,In Progress
SMMS003116,AST006513,Signal,C00065,17.1,Colour Light Signal,Signal failure,Medium,2,3,1,2025-06-27,2025-07-13,0,112,3,Corrective,No,Open
SMMS003117,AST007245,Track Circuit,C00077,34.3,Track Circuit,Track circuit fault,Medium,4,2,2,2025-05-28,2025-06-12,19,111,4,Preventive,No,Deferred
SMMS003118,AST006476,Level Crossing Signal,C00055,108.0,LC Gate Signal,Signal failure,High,3,4,2,2025-06-26,2025-07-05,0,86,2,Corrective,No,Completed
SMMS003119,AST007611,Relay,C00009,83.2,Relay Interlocking,Relay degradation,Critical,4,5,4,2025-06-30,2025-07-04,0,138,4,Preventive,No,Completed
SMMS003120,AST007436,Interlocking,C00026,180.2,Route Relay Interlocking,Interlocking inspection,Critical,3,5,4,2025-06-21,2025-06-24,7,266,5,Inspection,Yes,In Progress
SMMS003121,AST008194,Optical Fiber,C00058,45.4,OFC Link,Cable fault,Low,1,2,1,2025-04-07,2025-05-07,55,125,2,Preventive,No,Open
SMMS003122,AST006749,Axle Counter,C00023,15.1,Axle Counter,Axle counter fault,High,4,3,2,2025-06-06,2025-06-15,16,156,3,Preventive,No,Scheduled
SMMS003123,AST007657,Axle Counter,C00055,100.4,Axle Counter,Axle counter fault,High,4,3,1,2025-06-30,2025-07-11,0,118,2,Corrective,Yes,Scheduled
SMMS003124,AST006163,Signal,C00052,106.1,Colour Light Signal,Signal lamp/equipment replacement,High,3,4,3,2025-06-02,2025-06-10,21,77,3,Corrective,Yes,Open
SMMS003125,AST007237,Telecom Cable,C00026,247.9,Quad Cable,Cable fault,Low,4,2,1,2025-05-11,2025-06-22,9,146,5,Corrective,No,In Progress
SMMS003126,AST005412,Track Circuit,C00026,386.9,Track Circuit,Track circuit fault,High,2,4,2,2025-06-19,2025-06-27,4,145,2,Corrective,Yes,Open
SMMS003127,AST008362,Level Crossing Signal,C00014,50.8,LC Gate Signal,Signal failure,Critical,4,3,4,2025-06-03,2025-06-07,24,134,2,Corrective,Yes,In Progress
SMMS003128,AST005433,Axle Counter,C00088,59.3,Axle Counter,Axle counter fault,High,2,5,2,2025-06-26,2025-07-04,0,124,3,Corrective,Yes,Scheduled
SMMS003129,AST005540,Relay,C00024,84.5,Relay Interlocking,Relay degradation,High,4,3,4,2025-05-17,2025-05-27,35,112,3,Preventive,Yes,Scheduled
SMMS003130,AST007733,Track Circuit,C00097,18.4,Track Circuit,Track circuit fault,Medium,4,3,3,2025-06-25,2025-07-15,0,132,3,Preventive,No,In Progress
